"id","bus_name","bus_type","start_time","end_time","total_duration","price","seats_available","ratings","route_link","route_name"
557,"TGSRTC - 7992","Super Luxury (Non AC Seater 2+2 Push Back)","06:30","11:25","04h 55m","310","14 Seats available","4.2","https://www.redbus.in/bus-tickets/hyderabad-to-armoor","Hyderabad to Armoor"
558,"GDR Tours and Travels","Bharat Benz A/C Seater (2+2)","17:30","21:00","03h 30m","700","31 Seats available","3.7","https://www.redbus.in/bus-tickets/hyderabad-to-armoor","Hyderabad to Armoor"
559,"Harikrishna Travels","Non A/C Seater / Sleeper (2+1)","03:00","06:30","03h 30m","808","1 Seat available","2.4","https://www.redbus.in/bus-tickets/hyderabad-to-armoor","Hyderabad to Armoor"
560,"Morning Star Travels","A/C Sleeper (2+1)","04:40","08:05","03h 25m","690","4 Seats available","2.7","https://www.redbus.in/bus-tickets/hyderabad-to-armoor","Hyderabad to Armoor"
561,"Shree Devnarayan Travels","NON A/C Seater/ Sleeper (2+1)","20:30","01:00","04h 30m","1500","20 Seats available","4","https://www.redbus.in/bus-tickets/hyderabad-to-armoor","Hyderabad to Armoor"
562,"Milan Travels","A/C Sleeper (2+1)","20:30","23:30","03h 00m","4000","36 Seats available","3.9","https://www.redbus.in/bus-tickets/hyderabad-to-armoor","Hyderabad to Armoor"
563,"TGSRTC - 1748","Super Luxury (Non AC Seater 2+2 Push Back)","06:30","13:25","06h 55m","380","18 Seats available","4.1","https://www.redbus.in/bus-tickets/hyderabad-to-nandyala","Hyderabad to Nandyal"
564,"TGSRTC - 2945","Super Luxury (Non AC Seater 2+2 Push Back)","07:50","14:35","06h 45m","474","31 Seats available","2.5","https://www.redbus.in/bus-tickets/hyderabad-to-nandyala","Hyderabad to Nandyal"
565,"TGSRTC - 1777","Super Luxury (Non AC Seater 2+2 Push Back)","09:30","15:40","06h 10m","380","11 Seats available","4.5","https://www.redbus.in/bus-tickets/hyderabad-to-nandyala","Hyderabad to Nandyal"
566,"TGSRTC - 1727","Super Luxury (Non AC Seater 2+2 Push Back)","09:45","16:30","06h 45m","474","31 Seats available","2.8","https://www.redbus.in/bus-tickets/hyderabad-to-nandyala","Hyderabad to Nandyal"
567,"TGSRTC - 8265","Super Luxury (Non AC Seater 2+2 Push Back)","10:30","16:40","06h 10m","380","20 Seats available","4.2","https://www.redbus.in/bus-tickets/hyderabad-to-nandyala","Hyderabad to Nandyal"
568,"Indu Travels","Non A/C Seater / Sleeper (2+1)","22:00","04:30","06h 30m","1000","23 Seats available","4.4","https://www.redbus.in/bus-tickets/hyderabad-to-nandyala","Hyderabad to Nandyal"
569,"Indu Travels","Non A/C Seater / Sleeper (2+1)","21:45","04:20","06h 35m","1000","22 Seats available","4.2","https://www.redbus.in/bus-tickets/hyderabad-to-nandyala","Hyderabad to Nandyal"
570,"BRS Travels","NON AC Seater / Sleeper 2+1","22:10","05:00","06h 50m","900","15 Seats available","4","https://www.redbus.in/bus-tickets/hyderabad-to-nandyala","Hyderabad to Nandyal"
571,"INDHU BUS","Non A/C Seater / Sleeper (2+1)","21:30","04:10","06h 40m","1199","30 Seats available","4","https://www.redbus.in/bus-tickets/hyderabad-to-nandyala","Hyderabad to Nandyal"
572,"PRL BUS","Non A/C Seater / Sleeper (2+1)","21:15","04:20","07h 05m","1000","20 Seats available","4.6","https://www.redbus.in/bus-tickets/hyderabad-to-nandyala","Hyderabad to Nandyal"
573,"TGSRTC - 1631","Super Luxury (Non AC Seater 2+2 Push Back)","00:05","05:00","04h 55m","289","7 Seats available","4.1","https://www.redbus.in/bus-tickets/hyderabad-to-kodad","Hyderabad to Kodad"
574,"TGSRTC - 1625","RAJDHANI (A.C. Semi Sleeper)","01:00","06:20","05h 20m","351","27 Seats available","4.2","https://www.redbus.in/bus-tickets/hyderabad-to-kodad","Hyderabad to Kodad"
575,"TGSRTC - 40062","Super Luxury (Non AC Seater 2+2 Push Back)","02:30","05:35","03h 05m","289","15 Seats available","4","https://www.redbus.in/bus-tickets/hyderabad-to-kodad","Hyderabad to Kodad"
576,"TGSRTC - 40231","Super Luxury (Non AC Seater 2+2 Push Back)","03:20","07:10","03h 50m","289","27 Seats available","4.6","https://www.redbus.in/bus-tickets/hyderabad-to-kodad","Hyderabad to Kodad"
577,"TGSRTC - 1425","RAJDHANI (A.C. Semi Sleeper)","03:30","08:45","05h 15m","351","25 Seats available","3.1","https://www.redbus.in/bus-tickets/hyderabad-to-kodad","Hyderabad to Kodad"
578,"NueGo","Electric A/C Seater (2+2)","05:00","10:30","05h 30m","477","4 Seats available","4.5","https://www.redbus.in/bus-tickets/hyderabad-to-kodad","Hyderabad to Kodad"
579,"NueGo","Electric A/C Seater (2+2)","09:30","15:05","05h 35m","432","7 Seats available","3","https://www.redbus.in/bus-tickets/hyderabad-to-kodad","Hyderabad to Kodad"
580,"NueGo","Electric A/C Seater/Sleeper (2+1)","10:30","15:55","05h 25m","332","17 Seats available","4","https://www.redbus.in/bus-tickets/hyderabad-to-kodad","Hyderabad to Kodad"
581,"NueGo","Electric A/C Seater (2+2)","11:00","16:15","05h 15m","332","11 Seats available","3.9","https://www.redbus.in/bus-tickets/hyderabad-to-kodad","Hyderabad to Kodad"
582,"NueGo","Electric A/C Seater (2+2)","11:30","16:55","05h 25m","356","9 Seats available","4.7","https://www.redbus.in/bus-tickets/hyderabad-to-kodad","Hyderabad to Kodad"
583,"Sri Vengamamba Bus Transport (SVBT)","A/C Seater / Sleeper (2+1)","21:40","05:30","07h 50m","1295","14 Seats available","4.1","https://www.redbus.in/bus-tickets/hyderabad-to-addanki","Hyderabad to Addanki"
584,"Kaveri Travels","Non A/C Seater / Sleeper (2+1)","21:00","05:15","08h 15m","900","25 Seats available","4","https://www.redbus.in/bus-tickets/hyderabad-to-addanki","Hyderabad to Addanki"
585,"KMBT Travels","NON A/C Hi-Tech Push Back (2+2)","21:10","05:00","07h 50m","846","29 Seats available","3.6","https://www.redbus.in/bus-tickets/hyderabad-to-addanki","Hyderabad to Addanki"
586,"Chandu Travels","A/C Sleeper (2+1)","22:00","05:15","07h 15m","1131","23 Seats available","3.9","https://www.redbus.in/bus-tickets/hyderabad-to-addanki","Hyderabad to Addanki"
587,"Sri Laxmi Sravanthi Siva Tours And Travels","Non A/C Seater / Sleeper (2+1)","21:50","04:55","07h 05m","1199","19 Seats available","3.6","https://www.redbus.in/bus-tickets/hyderabad-to-addanki","Hyderabad to Addanki"
588,"KSRTC (Kerala) - 581","Super Express Non AC Seater Air Bus (2+2)","10:00","18:22","08h 22m","606","1 Seat available","4.1","https://www.redbus.in/bus-tickets/bangalore-to-kozhikode","Bangalore to Kozhikode"
589,"KSRTC (Kerala) - 52","SWIFT-GARUDA A/C SEATER BUS","12:00","20:20","08h 20m","945","21 Seats available","3.6","https://www.redbus.in/bus-tickets/bangalore-to-kozhikode","Bangalore to Kozhikode"
590,"KSRTC (Kerala) - 1210","SWIFT-HYBRID NON AC SEATER CUM SLEEPER","12:55","21:05","08h 10m","740","13 Seats available","3.8","https://www.redbus.in/bus-tickets/bangalore-to-kozhikode","Bangalore to Kozhikode"
591,"KSRTC (Kerala) - 129","SWIFT-GARUDA A/C SEATER BUS","14:15","23:05","08h 50m","945","22 Seats available","4.3","https://www.redbus.in/bus-tickets/bangalore-to-kozhikode","Bangalore to Kozhikode"
592,"KSRTC (Kerala) - 235","Swift Deluxe Non AC Air Bus (2+2)","15:00","01:00","10h 00m","801","14 Seats available","3.9","https://www.redbus.in/bus-tickets/bangalore-to-kozhikode","Bangalore to Kozhikode"
593,"MMK Travels","A/C Seater / Sleeper (2+1)","22:30","07:30","09h 00m","999","18 Seats available","4.4","https://www.redbus.in/bus-tickets/bangalore-to-kozhikode","Bangalore to Kozhikode"
594,"NS Transports","Non A/C Seater / Sleeper (2+1)","21:45","06:10","08h 25m","1000","14 Seats available","4.2","https://www.redbus.in/bus-tickets/bangalore-to-kozhikode","Bangalore to Kozhikode"
595,"Kyros Connect","Bharat Benz A/C Semi Sleeper (2+2)","23:00","09:00","10h 00m","1099","28 Seats available","4.1","https://www.redbus.in/bus-tickets/bangalore-to-kozhikode","Bangalore to Kozhikode"
596,"AdFAST LINE BUS","A/C Sleeper (2+1)","21:15","06:15","09h 00m","1168","18 Seats available","4.5","https://www.redbus.in/bus-tickets/bangalore-to-kozhikode","Bangalore to Kozhikode"
597,"DLT BUS","A/C Sleeper (2+1)","22:30","07:30","09h 00m","1899","19 Seats available","4.1","https://www.redbus.in/bus-tickets/bangalore-to-kozhikode","Bangalore to Kozhikode"
598,"KSRTC (Kerala) - 788","Super Fast Non AC Seater (2+3)","07:00","15:20","08h 20m","432","10 Seats available","3.9","https://www.redbus.in/bus-tickets/kozhikode-to-bangalore","Kozhikode to Bangalore"
599,"KSRTC (Kerala) - 2132","Swift Deluxe Non AC Air Bus (2+2)","07:30","15:50","08h 20m","567","18 Seats available","2.8","https://www.redbus.in/bus-tickets/kozhikode-to-bangalore","Kozhikode to Bangalore"
600,"KSRTC (Kerala) - 580","Super Express Non AC Seater Air Bus (2+2)","08:05","16:45","08h 40m","469","19 Seats available","3.5","https://www.redbus.in/bus-tickets/kozhikode-to-bangalore","Kozhikode to Bangalore"
601,"KSRTC (Kerala) - 53","SWIFT-GARUDA A/C SEATER BUS","08:30","17:05","08h 35m","627","12 Seats available","3.9","https://www.redbus.in/bus-tickets/kozhikode-to-bangalore","Kozhikode to Bangalore"
602,"KSRTC (Kerala) - 579","Super Express Non AC Seater Air Bus (2+2)","10:00","18:30","08h 30m","469","18 Seats available","4.1","https://www.redbus.in/bus-tickets/kozhikode-to-bangalore","Kozhikode to Bangalore"
603,"MMK Travels","A/C Seater / Sleeper (2+1)","21:30","06:00","08h 30m","800","16 Seats available","4.5","https://www.redbus.in/bus-tickets/kozhikode-to-bangalore","Kozhikode to Bangalore"
604,"DLT BUS","A/C Sleeper (2+1)","21:45","06:30","08h 45m","1100","8 Seats available","4.4","https://www.redbus.in/bus-tickets/kozhikode-to-bangalore","Kozhikode to Bangalore"
605,"Kyros Connect","Bharat Benz A/C Semi Sleeper (2+2)","12:15","21:45","09h 30m","799","35 Seats available","4.3","https://www.redbus.in/bus-tickets/kozhikode-to-bangalore","Kozhikode to Bangalore"
606,"AdSAAM BUS","VE A/C Sleeper (2+1)","20:30","06:15","09h 45m","850","9 Seats available","4.4","https://www.redbus.in/bus-tickets/kozhikode-to-bangalore","Kozhikode to Bangalore"
607,"P K Travels","A/C Sleeper (2+1)","20:00","06:00","10h 00m","950","20 Seats available","4.3","https://www.redbus.in/bus-tickets/kozhikode-to-bangalore","Kozhikode to Bangalore"
608,"KSRTC (Kerala) - 2072","Super Express Non AC Seater Air Bus (2+2)","00:30","04:50","04h 20m","268","3 Seats available","2.9","https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam","Kozhikode to Ernakulam"
609,"KSRTC (Kerala) - 2368","Low Floor AC Seater 2+2","00:30","05:49","05h 19m","383","4 Seats available","3.7","https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam","Kozhikode to Ernakulam"
610,"KSRTC (Kerala) - 2820","Super Fast Non AC Seater (2+3)","00:55","05:50","04h 55m","269","38 Seats available","3.6","https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam","Kozhikode to Ernakulam"
611,"KSRTC (Kerala) - 1850","Low Floor AC Seater 2+2","02:30","07:49","05h 19m","383","2 Seats available","3.1","https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam","Kozhikode to Ernakulam"
612,"KSRTC (Kerala) - 1865","Low Floor AC Seater 2+2","06:30","12:15","05h 45m","383","16 Seats available","3.4","https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam","Kozhikode to Ernakulam"
613,"Madhavi Travels","A/C Semi Sleeper (2+2)","00:15","06:15","06h 00m","549","12 Seats available","4.1","https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam","Kozhikode to Ernakulam"
614,"Madhavi Travels","A/C Semi Sleeper (2+2)","00:49","06:20","05h 31m","499","11 Seats available","3.7","https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam","Kozhikode to Ernakulam"
615,"Adrin Travels","A/C Seater/Sleeper (2+1)","01:20","05:50","04h 30m","900","18 Seats available","4.1","https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam","Kozhikode to Ernakulam"
616,"Madhavi Travels","A/C Sleeper (2+1)","01:30","06:15","04h 45m","799","7 Seats available","5","https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam","Kozhikode to Ernakulam"
617,"A1 Travels","A/C Seater / Sleeper (2+1)","20:05","23:59","03h 54m","600","22 Seats available","3.7","https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam","Kozhikode to Ernakulam"
618,"KSRTC (Kerala) - 2956","Super Express Non AC Seater Air Bus (2+2)","00:15","05:25","05h 10m","309","38 Seats available","1","https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode","Ernakulam to Kozhikode"
619,"KSRTC (Kerala) - 528","Super Express Non AC Seater Air Bus (2+2)","00:45","04:40","03h 55m","309","23 Seats available","2.7","https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode","Ernakulam to Kozhikode"
620,"KSRTC (Kerala) - 2894","Low Floor AC Seater 2+2","01:11","06:26","05h 15m","383","16 Seats available","1","https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode","Ernakulam to Kozhikode"
621,"KSRTC (Kerala) - 1858","Low Floor AC Seater 2+2","02:39","07:50","05h 11m","383","19 Seats available","3.5","https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode","Ernakulam to Kozhikode"
622,"KSRTC (Kerala) - 2897","Low Floor AC Seater 2+2","03:00","09:15","06h 15m","383","22 Seats available","4.8","https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode","Ernakulam to Kozhikode"
623,"BLM Transports","A/C Sleeper (2+1)","00:55","05:00","04h 05m","903","8 Seats available","3.1","https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode","Ernakulam to Kozhikode"
624,"Shajees Motors","A/C Semi Sleeper (2+2)","19:30","00:40","05h 10m","600","15 Seats available","3.4","https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode","Ernakulam to Kozhikode"
625,"Ubc travels","A/C Semi Sleeper (2+2)","20:40","01:00","04h 20m","700","31 Seats available","3","https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode","Ernakulam to Kozhikode"
626,"Ubc travels","A/C Seater/Sleeper (2+1)","20:45","03:00","06h 15m","900","37 Seats available","3.6","https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode","Ernakulam to Kozhikode"
627,"Kalpaka Travels 1","A/C Sleeper (2+1)","20:55","02:30","05h 35m","800","22 Seats available","5","https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode","Ernakulam to Kozhikode"
628,"KSRTC (Kerala) - 1126","Super Fast Non AC Seater (2+3)","03:16","09:31","06h 15m","273","35 Seats available","4.1","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","Kozhikode to Mysore"
629,"KSRTC (Kerala) - 1127","Super Fast Non AC Seater (2+3)","05:01","11:16","06h 15m","273","10 Seats available","4.1","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","Kozhikode to Mysore"
630,"KSRTC (Kerala) - 788","Super Fast Non AC Seater (2+3)","07:00","13:00","06h 00m","285","7 Seats available","4.1","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","Kozhikode to Mysore"
631,"KSRTC (Kerala) - 2132","Swift Deluxe Non AC Air Bus (2+2)","07:30","13:30","06h 00m","356","22 Seats available","4.2","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","Kozhikode to Mysore"
632,"KSRTC (Kerala) - 580","Super Express Non AC Seater Air Bus (2+2)","08:05","14:25","06h 20m","306","22 Seats available","3.6","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","Kozhikode to Mysore"
633,"LIYAS TOURS","Bharat Benz A/C Sleeper (2+1)","03:40","08:00","04h 20m","549","15 Seats available","3.6","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","Kozhikode to Mysore"
634,"Kyros Connect","Bharat Benz A/C Semi Sleeper (2+2)","12:15","18:35","06h 20m","599","35 Seats available","4.8","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","Kozhikode to Mysore"
635,"National travels and logistics","NON A/C Sleeper (2+1)","20:45","04:00","07h 15m","649","19 Seats available","3.8","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","Kozhikode to Mysore"
636,"Suraj Holidays","NON AC Seater / Sleeper 2+1","21:00","03:00","06h 00m","700","17 Seats available","3.8","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","Kozhikode to Mysore"
637,"National travels and logistics","A/C Sleeper (2+1)","21:00","03:15","06h 15m","749","21 Seats available","3.8","https://www.redbus.in/bus-tickets/kozhikode-to-mysore","Kozhikode to Mysore"
638,"KSRTC (Kerala) - 102","Swift Deluxe Non AC Air Bus (2+2)","07:30","16:20","08h 50m","579","12 Seats available","4.7","https://www.redbus.in/bus-tickets/kannur-to-bangalore","Kannur to Bangalore"
639,"KSRTC (Kerala) - 100","Swift Deluxe Non AC Air Bus (2+2)","19:00","03:05","08h 05m","548","20 Seats available","4.4","https://www.redbus.in/bus-tickets/kannur-to-bangalore","Kannur to Bangalore"
640,"KSRTC (Kerala) - 1766","Super Express Non AC Seater Air Bus (2+2)","20:15","04:25","08h 10m","568","26 Seats available","4.4","https://www.redbus.in/bus-tickets/kannur-to-bangalore","Kannur to Bangalore"
641,"KSRTC (Kerala) - 133","Swift Deluxe Non AC Air Bus (2+2)","21:30","05:20","07h 50m","568","21 Seats available","4.2","https://www.redbus.in/bus-tickets/kannur-to-bangalore","Kannur to Bangalore"
642,"KSRTC (Kerala) - 99","Swift Deluxe Non AC Air Bus (2+2)","21:30","05:45","08h 15m","579","4 Seats available","4.1","https://www.redbus.in/bus-tickets/kannur-to-bangalore","Kannur to Bangalore"
643,"NS Transports","A/C Sleeper (2+1)","21:15","05:30","08h 15m","999","13 Seats available","4.5","https://www.redbus.in/bus-tickets/kannur-to-bangalore","Kannur to Bangalore"
644,"MMK Travels","VE A/C Seater / Sleeper (2+1)","21:30","06:00","08h 30m","700","24 Seats available","4.1","https://www.redbus.in/bus-tickets/kannur-to-bangalore","Kannur to Bangalore"
645,"Sugama Tourist","A/C Sleeper (2+1)","22:00","05:30","07h 30m","750","20 Seats available","4","https://www.redbus.in/bus-tickets/kannur-to-bangalore","Kannur to Bangalore"
646,"AdSAAM BUS","VE A/C Sleeper (2+1)","22:00","06:00","08h 00m","850","18 Seats available","3.6","https://www.redbus.in/bus-tickets/kannur-to-bangalore","Kannur to Bangalore"
647,"NS Transports","NON A/C Sleeper (2+1)","21:45","05:45","08h 00m","849","13 Seats available","4","https://www.redbus.in/bus-tickets/kannur-to-bangalore","Kannur to Bangalore"
648,"KSRTC (Kerala) - 2368","Low Floor AC Seater 2+2","00:30","11:05","10h 35m","742","5 Seats available","2.8","https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram","Kozhikode to Thiruvananthapuram"
649,"KSRTC (Kerala) - 2389","Low Floor AC Seater 2+2","01:30","11:35","10h 05m","723","25 Seats available","1","https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram","Kozhikode to Thiruvananthapuram"
650,"KSRTC (Kerala) - 1850","Low Floor AC Seater 2+2","02:30","12:50","10h 20m","742","20 Seats available","2.8","https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram","Kozhikode to Thiruvananthapuram"
651,"KSRTC (Kerala) - 1856","Low Floor AC Seater 2+2","03:30","13:45","10h 15m","723","25 Seats available","5","https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram","Kozhikode to Thiruvananthapuram"
652,"KSRTC (Kerala) - 2370","Low Floor AC Seater 2+2","04:30","15:10","10h 40m","742","21 Seats available","2.8","https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram","Kozhikode to Thiruvananthapuram"
653,"A1 Travels","A/C Seater / Sleeper (2+1)","20:05","05:30","09h 25m","700","21 Seats available","4.2","https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram","Kozhikode to Thiruvananthapuram"
